,int_rate,dti,fico_avg,annual_inc,loan_amnt,term,revol_util,inq_last_6mths,delinq_2yrs,open_acc,payment_to_income,log_loan_amnt,log_revol_bal,credit_history_age_days,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,application_type_Joint App
6898,9.8,2.77,712.0,42000.0,18000.0,60,17.0,0.0,0.0,4.0,0.009063593723958954,9.798182590890704,7.875119281040292,16680,1,0,0,0,0,0,0,0,0,0,0
6037,6.99,12.18,697.0,150000.0,16000.0,36,72.0,4.0,1.0,11.0,0.003293111379257472,9.680406499268875,9.530029703062944,11536,0,0,0,0,0,0,0,0,0,0,0
6362,5.32,22.32,697.0,65000.0,15000.0,36,22.8,2.0,1.0,18.0,0.006949585390993985,9.61587214452889,9.688498165477787,14732,0,0,0,0,0,0,0,1,0,0,0
7696,8.38,6.69,697.0,48000.0,10000.0,36,53.0,1.0,0.0,10.0,0.006564863232016,9.210440366976515,8.993675786759681,2101,1,0,0,0,0,0,0,1,1,0,0
4038,11.48,11.69,662.0,66000.0,7000.0,36,98.0,1.0,0.0,5.0,0.0034964621748155332,8.853808274977197,7.771488760117616,4536,1,0,0,0,0,0,0,1,0,1,0
8454,10.64,21.03,682.0,46000.0,8400.0,36,75.3,0.0,0.0,6.0,0.0059472620160431295,9.036106025364846,9.57851889529833,5966,1,0,0,0,0,0,1,0,0,1,0
3469,12.88,10.23,672.0,42000.0,8000.0,36,51.4,0.0,0.0,9.0,0.006406752220185233,8.987321812850123,8.33351070898294,3409,0,1,0,0,0,0,0,0,0,1,0
7441,7.89,18.46,787.0,119000.0,18000.0,36,11.1,0.0,0.0,9.0,0.004732313173838875,9.798182590890704,8.773384596776648,2435,0,0,0,0,0,0,0,1,1,0,0
5322,7.91,12.51,707.0,26000.0,7000.0,36,66.8,0.0,0.0,5.0,0.00842544517518557,8.853808274977197,8.92052268739398,4108,0,0,0,0,0,0,0,1,0,1,0
5405,9.17,26.29,767.0,53000.0,4800.0,36,19.1,1.0,1.0,13.0,0.0028871153374464636,8.47657950853094,8.984818995876008,13452,1,0,0,0,0,0,0,0,0,0,0
6210,17.27,10.93,672.0,113000.0,12000.0,60,79.0,1.0,0.0,9.0,0.002654666772860417,9.392745258631441,9.97469131154246,5874,0,0,1,0,0,0,0,0,0,0,0
7723,16.55,23.48,662.0,53000.0,17700.0,36,98.0,0.0,0.0,8.0,0.011831852229203223,9.781376414141157,10.561007555452921,5082,0,0,1,0,0,0,0,0,0,1,0
2578,20.5,25.43,672.0,78000.0,32750.0,60,62.3,1.0,1.0,18.0,0.01124113793412905,10.396688774948379,10.434468682505683,4870,0,0,0,1,0,0,0,1,1,0,0
5772,11.99,18.23,677.0,141000.0,20800.0,60,73.3,0.0,0.0,16.0,0.0032806859525818964,9.942756341456828,10.050009205198895,5416,0,1,0,0,0,0,0,1,1,0,0
5002,15.77,26.62,667.0,20200.0,5150.0,36,39.6,0.0,0.0,6.0,0.008934211177664471,8.546946149565585,7.721791776817535,8857,0,0,1,0,0,0,0,0,0,1,0
4491,9.8,8.41,682.0,100000.0,10000.0,36,34.4,1.0,1.0,11.0,0.003217367826321737,9.210440366976515,9.48402493478411,9496,1,0,0,0,0,0,0,0,0,1,0
4639,12.88,16.36,662.0,30000.0,1200.0,36,76.8,0.0,0.0,6.0,0.0013456218126062464,7.0909098220799835,7.978653729082731,4261,0,1,0,0,0,0,0,1,1,0,0
5794,12.88,31.57,687.0,160000.0,16000.0,60,69.4,1.0,0.0,19.0,0.0022691733176667646,9.680406499268875,10.202814064582626,6757,0,1,0,0,0,0,0,0,1,0,0
9927,8.38,20.5,672.0,95000.0,18000.0,36,42.7,0.0,0.0,25.0,0.005970673992905338,9.798182590890704,10.283737411503228,8980,1,0,0,0,0,0,0,1,0,0,0
6743,6.49,22.83,742.0,50000.0,8000.0,36,26.4,0.0,0.0,17.0,0.004903101937961241,8.987321812850123,9.832689481227412,16405,0,0,0,0,0,0,0,1,0,1,0
2481,21.48,22.6,677.0,57500.0,24150.0,60,70.3,0.0,0.0,9.0,0.011475974330881203,10.09208106609093,8.556990661290303,10227,0,0,0,1,0,0,0,1,0,1,0
5326,11.99,8.98,712.0,95000.0,18000.0,60,37.6,0.0,0.0,6.0,0.004213745118472437,9.798182590890704,8.696844519654313,3927,0,1,0,0,0,0,0,1,0,0,0
7853,9.17,18.64,692.0,30000.0,5950.0,36,41.4,0.0,0.0,5.0,0.006322455918136062,8.691314551644851,8.69265796074698,10075,1,0,0,0,0,0,0,1,1,0,0
381,7.91,24.41,717.0,50000.0,16000.0,36,64.8,0.0,0.0,9.0,0.01001419971600568,9.680406499268875,9.444542550647126,4139,0,0,0,0,0,0,0,0,0,0,0
6175,10.78,26.69,667.0,25000.0,2000.0,36,73.9,0.0,0.0,8.0,0.0026106955721771127,7.601402334583733,9.408453253565146,2556,1,0,0,0,0,0,0,1,1,0,0
2318,15.77,33.56,662.0,54000.0,7200.0,36,44.0,1.0,0.0,25.0,0.004672506064702505,8.881975184248866,10.231783597873164,3682,0,0,1,0,0,0,0,0,0,1,0
3428,7.91,12.49,717.0,151000.0,25000.0,36,71.2,0.0,0.0,7.0,0.005181290190131191,10.12667110305036,9.878887435667895,8369,0,0,0,0,0,0,0,0,0,0,0
7409,9.76,4.42,762.0,93851.0,16800.0,36,9.9,0.0,0.0,2.0,0.005755870945744364,9.729193687429403,7.793174347189205,2678,1,0,0,0,0,0,0,1,1,0,0
9822,13.67,16.73,672.0,66000.0,8300.0,36,33.5,0.0,0.0,8.0,0.004277965485371434,9.024131268455035,8.166784289056151,11749,0,1,0,0,0,0,0,1,0,1,0
9951,18.49,31.36,687.0,100000.0,35000.0,60,52.6,1.0,1.0,11.0,0.00898121018789812,10.463131911491967,9.044993919388189,3105,0,0,0,1,0,0,0,0,1,0,0
9078,13.18,26.98,677.0,50000.0,16000.0,36,61.2,1.0,0.0,25.0,0.010809783804323913,9.680406499268875,10.185088673421905,4870,0,1,0,0,0,0,0,1,0,1,0
3868,6.49,15.74,712.0,42000.0,7000.0,36,26.9,0.0,0.0,10.0,0.00510749744053713,8.853808274977197,8.28374674710613,11413,0,0,0,0,0,0,0,1,0,0,0
9610,7.89,14.52,782.0,28000.0,9500.0,36,10.1,0.0,0.0,5.0,0.010614620906396201,9.159152335206748,8.553525120663627,11932,0,0,0,0,0,0,1,0,0,1,0
8604,9.76,6.31,707.0,74000.0,12000.0,60,53.7,0.0,0.0,11.0,0.0034263050499317577,9.392745258631441,9.78858162403477,4597,1,0,0,0,0,0,0,0,1,0,0
6217,7.91,13.74,667.0,103000.0,10000.0,36,70.6,0.0,4.0,12.0,0.0030383200163105212,9.210440366976515,9.539859923169542,8279,0,0,0,0,0,0,0,0,1,0,0
504,13.99,12.55,667.0,210000.0,6000.0,36,88.8,1.0,0.0,9.0,0.0009763763029699858,8.699681400989512,10.67069806139613,2405,0,1,0,0,0,0,0,0,1,0,0
9124,15.41,39.77,677.0,36000.0,7750.0,36,41.6,0.0,1.0,16.0,0.0075059026138162835,8.955577146281511,8.455104999102815,3986,0,0,1,0,0,0,0,1,0,1,0
5582,17.27,6.39,682.0,125000.0,6000.0,36,69.3,0.0,1.0,7.0,0.0017178262573899407,8.699681400989512,7.876638460975462,4200,0,0,1,0,0,0,0,0,0,1,0
3508,13.99,35.59,712.0,47000.0,2400.0,36,56.0,2.0,0.0,13.0,0.0017450692538456627,7.783640596221253,9.988701481750608,5813,0,1,0,0,0,0,0,0,0,1,0
110,9.8,15.97,687.0,100000.0,14000.0,36,36.1,0.0,0.0,7.0,0.0045042549574504254,9.546884034617925,10.441471040344437,6574,1,0,0,0,0,0,0,0,0,0,0
107,9.8,23.84,787.0,65000.0,12000.0,60,13.4,0.0,0.0,18.0,0.0039044014707466036,9.392745258631441,9.18881025342582,4413,1,0,0,0,0,0,0,0,0,0,0
3096,15.77,7.7,752.0,120000.0,12000.0,36,5.0,5.0,0.0,28.0,0.0035043874634378045,9.392745258631441,8.312626025674962,7549,0,0,1,0,0,0,0,0,0,1,0
809,27.99,17.44,662.0,45000.0,17125.0,60,40.6,3.0,0.0,30.0,0.011846403413257484,9.748353055586136,9.566405129789219,2800,0,0,0,0,0,1,0,1,1,0,0
6858,7.91,12.5,777.0,82300.0,26050.0,60,41.8,0.0,0.0,11.0,0.006404296424101773,10.167811434160654,10.099054336080103,6484,0,0,0,0,0,0,0,0,1,0,0
7688,9.17,3.18,797.0,113000.0,10100.0,60,29.2,1.0,0.0,4.0,0.0018628153733152805,9.220389707829185,8.449342524508063,7884,1,0,0,0,0,0,0,0,1,0,0
7036,13.44,21.39,677.0,16727.0,2500.0,36,87.4,0.0,0.0,5.0,0.005067551410808225,7.824445930877618,7.689828668736483,6574,0,1,0,0,0,0,1,0,1,0,0
6290,14.85,17.9,667.0,96000.0,12000.0,60,24.0,0.0,0.0,10.0,0.002963927459088968,9.392745258631441,8.246433786160365,4809,0,1,0,0,0,0,1,0,0,1,0
4678,8.49,23.63,667.0,75000.0,17000.0,36,99.7,0.0,1.0,5.0,0.007154171277716298,9.741027444837728,9.73896662036768,5753,1,0,0,0,0,0,0,1,0,0,0
3613,19.89,12.28,687.0,54000.0,11450.0,60,36.4,1.0,1.0,9.0,0.005604711023869929,9.345832341413338,8.470939806898775,7792,0,0,0,1,0,0,0,0,0,0,0
3313,8.49,12.35,677.0,100000.0,23000.0,36,66.8,2.0,1.0,8.0,0.007259427405725943,10.043292972227004,9.867653099526912,6939,1,0,0,0,0,0,1,0,0,0,0
8846,11.99,13.98,662.0,160000.0,20000.0,36,80.0,0.0,1.0,11.0,0.004151224054849657,9.903537551286169,10.137294052018591,5296,0,1,0,0,0,0,0,1,0,0,0
1894,13.99,22.62,682.0,100000.0,30000.0,36,84.0,0.0,0.0,5.0,0.01025179748202518,10.308985993422082,8.57376254290413,3531,0,1,0,0,0,0,0,1,1,0,0
5557,12.88,14.18,677.0,39000.0,8425.0,36,12.0,1.0,0.0,9.0,0.007266223942975821,9.03907744253896,7.664346632098617,8218,0,1,0,0,0,0,0,0,0,0,0
6583,9.8,11.03,717.0,31000.0,8000.0,36,45.6,0.0,0.0,9.0,0.0083026353988581,8.987321812850123,8.85051762174672,8369,1,0,0,0,0,0,0,0,0,1,0
4804,17.97,3.35,662.0,98000.0,17950.0,60,38.7,4.0,0.0,12.0,0.004648115835552699,9.79540110267107,9.213734605044198,4413,0,0,1,0,0,0,0,0,1,0,0
5172,12.88,20.25,677.0,170000.0,21500.0,36,22.8,0.0,1.0,14.0,0.004253974976617785,9.975854724662028,9.585346272599638,6877,0,1,0,0,0,0,0,0,0,0,0
9979,9.76,30.89,677.0,83000.0,15000.0,36,68.6,0.0,0.0,17.0,0.005811014325128613,9.61587214452889,10.149878770570028,6665,1,0,0,0,0,0,0,0,0,1,0
8470,13.67,24.69,662.0,63000.0,4000.0,36,62.7,0.0,1.0,23.0,0.0021599657148299234,8.294299608857235,9.940975996947119,4078,0,1,0,0,0,0,0,1,0,1,0
9275,6.24,14.52,682.0,50000.0,7200.0,36,71.8,0.0,1.0,9.0,0.004396512069758605,8.881975184248866,9.094705028377257,4170,0,0,0,0,0,0,0,1,0,0,0
2434,16.59,18.99,672.0,20100.0,4000.0,36,56.9,1.0,0.0,7.0,0.007054375404208746,8.294299608857235,8.968396191198256,2129,0,0,1,0,0,0,0,1,0,1,0
3667,9.17,11.97,662.0,45000.0,12000.0,36,30.7,1.0,1.0,15.0,0.00850092220172885,9.392745258631441,8.565983355585669,6239,1,0,0,0,0,0,0,0,1,0,0
9383,10.64,32.3,687.0,85000.0,17500.0,36,83.3,3.0,0.0,18.0,0.006705215232761968,9.770013301136157,10.178806009504447,6392,1,0,0,0,0,0,0,1,0,1,0
8706,16.55,28.47,702.0,50000.0,23000.0,60,77.5,1.0,0.0,12.0,0.011320973580528389,10.043292972227004,10.241922148185072,9649,0,0,1,0,0,0,1,0,1,0,0
9430,11.99,32.5,672.0,85000.0,6000.0,36,16.0,3.0,5.0,8.0,0.0023442077152033506,8.699681400989512,11.189491854811298,5813,0,1,0,0,0,0,0,0,0,0,0
1393,7.49,16.42,742.0,111000.0,24000.0,36,43.6,1.0,0.0,19.0,0.006724624102485564,10.085850775128717,10.342870878847753,17045,0,0,0,0,0,0,0,1,1,0,0
979,17.97,25.11,672.0,150000.0,35000.0,60,85.3,1.0,1.0,27.0,0.005921293858040947,10.463131911491967,10.59448241852793,12297,0,0,1,0,0,0,0,0,0,0,1
8294,15.41,24.25,697.0,43000.0,19775.0,60,64.2,0.0,0.0,9.0,0.01103974326178461,9.892224360257417,10.011893426379913,7092,0,0,1,0,0,0,0,0,0,0,0
8730,10.64,17.9,677.0,31500.0,6000.0,36,0.0,0.0,3.0,4.0,0.0062036125837275,8.699681400989512,0.0,8430,1,0,0,0,0,0,1,0,0,1,0
4643,6.99,10.26,687.0,80000.0,7500.0,36,73.0,0.0,0.0,9.0,0.0028943388207647407,8.922791623969635,9.495068084601527,6058,0,0,0,0,0,0,0,0,0,0,0
1211,10.78,18.84,682.0,76000.0,2000.0,36,65.7,2.0,0.0,17.0,0.0008588044894146129,7.601402334583733,9.052164937010305,7608,1,0,0,0,0,0,1,0,0,0,0
2730,11.48,2.01,672.0,65000.0,15000.0,36,44.0,0.0,0.0,8.0,0.007607575268072799,9.61587214452889,8.512783482927537,3652,1,0,0,0,0,0,0,0,0,0,0
2818,13.44,22.15,757.0,70000.0,25000.0,36,10.5,1.0,0.0,9.0,0.012109255582063112,10.12667110305036,8.251663923605589,2709,0,1,0,0,0,0,0,1,1,0,0
5576,18.99,21.76,672.0,85000.0,14400.0,60,62.9,0.0,0.0,12.0,0.004393713015140998,9.575052927597381,9.424887076064874,5388,0,0,0,1,0,0,1,0,0,0,0
3249,14.85,10.84,697.0,55000.0,7200.0,36,31.8,0.0,0.0,12.0,0.0045284631188523845,8.881975184248866,8.43750042250699,2586,0,1,0,0,0,0,0,1,1,0,0
6330,10.78,30.8,702.0,52688.0,16000.0,36,60.6,0.0,0.0,10.0,0.009910227941316024,9.680406499268875,9.28126471031288,4139,1,0,0,0,0,0,1,0,0,1,0
2091,13.99,33.0,707.0,46000.0,2000.0,36,22.7,0.0,3.0,18.0,0.0014858372644072954,7.601402334583733,8.304989580140361,5388,0,1,0,0,0,0,0,1,0,1,0
3170,9.17,12.93,697.0,49000.0,4000.0,36,43.1,0.0,0.0,12.0,0.0026023958694720516,8.294299608857235,9.625095526991439,6696,1,0,0,0,0,0,0,0,0,0,0
5767,9.8,17.12,717.0,75000.0,18000.0,60,31.3,1.0,0.0,25.0,0.0050756656577912295,9.798182590890704,9.898424758193665,11566,1,0,0,0,0,0,0,1,0,0,0
6570,11.99,7.9,777.0,65000.0,15000.0,60,17.8,3.0,0.0,27.0,0.00513222873494254,9.61587214452889,9.460787757817737,7973,0,1,0,0,0,0,1,0,0,0,0
1029,13.99,24.13,667.0,20000.0,6950.0,36,84.7,0.0,0.0,6.0,0.011874906254687265,8.846640813100485,8.95040315983296,5204,0,1,0,0,0,0,0,0,0,1,0
99,17.27,13.21,707.0,20000.0,7200.0,36,32.6,1.0,1.0,8.0,0.01288285585720714,8.881975184248866,8.89604050162011,4627,0,0,1,0,0,0,1,0,0,1,0
672,16.59,36.36,682.0,27500.0,13750.0,36,40.4,1.0,0.0,9.0,0.017724082760626887,9.528866827722945,8.774776816043985,6147,0,0,1,0,0,0,0,0,1,0,0
410,8.49,12.51,677.0,70000.0,20000.0,36,62.2,0.0,0.0,3.0,0.009017871173268953,9.903537551286169,10.380497827807387,6027,1,0,0,0,0,0,0,1,1,0,0
9986,7.26,10.3,717.0,65000.0,16800.0,36,40.6,0.0,0.0,6.0,0.008011261365209766,9.729193687429403,9.257510176452572,4748,0,0,0,0,0,0,0,1,1,0,0
5600,11.99,12.08,722.0,112000.0,13000.0,36,50.7,2.0,1.0,15.0,0.003854697725913162,9.472781556562168,8.645234541297121,10471,0,1,0,0,0,0,0,0,1,0,0
781,9.17,5.54,662.0,150000.0,9600.0,36,55.5,0.0,0.0,6.0,0.002040253064979567,9.169622538697624,8.921857979353632,4627,1,0,0,0,0,0,0,0,0,1,0
7838,16.99,24.5,667.0,23000.0,9200.0,36,67.2,0.0,0.0,8.0,0.014258510499543497,9.127067452782361,9.439227397917458,6178,0,0,1,0,0,0,0,1,1,0,0
1418,12.88,5.43,687.0,207000.0,25000.0,36,8.5,0.0,1.0,10.0,0.004062347524891184,10.12667110305036,7.421775793644647,4992,0,1,0,0,0,0,0,1,1,0,0
9485,7.26,17.93,712.0,55000.0,12000.0,36,86.1,0.0,0.0,12.0,0.006762786131161251,9.392745258631441,9.548881894718772,4170,0,0,0,0,0,0,0,1,0,1,0
9419,18.99,15.88,767.0,22000.0,6450.0,36,6.0,0.0,0.0,7.0,0.010744966137902823,8.771990436532242,6.885509670034817,3136,0,0,0,1,0,0,0,1,0,1,0
369,16.59,25.52,702.0,83000.0,35000.0,36,78.4,1.0,0.0,16.0,0.014948253635498367,10.463131911491967,10.479426532190532,12267,0,0,1,0,0,0,0,1,0,1,0
2482,13.44,10.18,672.0,106000.0,12000.0,60,76.1,0.0,1.0,6.0,0.002601390552919312,9.392745258631441,8.937875265329263,5327,0,1,0,0,0,0,1,0,1,0,0
4173,12.88,22.83,667.0,160000.0,32000.0,36,48.0,2.0,1.0,31.0,0.006727207954950281,10.373522431293592,10.54494662393732,4901,0,1,0,0,0,0,1,0,1,0,0
2860,10.78,15.5,672.0,56000.0,5000.0,36,49.8,0.0,0.0,6.0,0.002913876537918966,8.517393171418904,7.598399329323963,2617,1,0,0,0,0,0,0,1,0,0,0
6028,10.78,7.4,662.0,120000.0,15600.0,36,65.7,0.0,0.0,9.0,0.004242547978766844,9.655090293747248,7.898411092811599,8310,1,0,0,0,0,0,0,0,0,0,0
2699,15.77,12.39,677.0,28000.0,9000.0,36,42.9,1.0,0.0,12.0,0.011263883432734545,9.105090961257085,9.100413892597578,4748,0,0,1,0,0,0,0,0,0,1,0
6272,12.88,16.94,712.0,100000.0,7200.0,36,35.9,0.0,0.0,12.0,0.0024218757812421877,8.881975184248866,8.747034264178168,4292,0,1,0,0,0,0,0,1,0,0,0
5612,7.49,17.9,717.0,200000.0,24000.0,36,56.8,1.0,0.0,17.0,0.003732181339093305,10.085850775128717,10.117267400897372,6696,0,0,0,0,0,0,0,0,0,0,0
3594,6.49,28.22,732.0,54000.0,9000.0,36,60.7,0.0,0.0,9.0,0.005107498009296124,9.105090961257085,10.143684858416165,4809,0,0,0,0,0,0,0,0,1,0,0
6725,11.48,24.85,677.0,20000.0,5000.0,36,49.2,0.0,6.0,14.0,0.00824158792060397,8.517393171418904,9.430118265814091,5023,1,0,0,0,0,0,0,1,0,1,0
2436,11.99,13.82,662.0,100000.0,6000.0,36,20.9,0.0,1.0,10.0,0.0019925800741992577,8.699681400989512,9.126088819528592,2070,0,1,0,0,0,0,0,1,0,1,0
9091,11.22,19.86,687.0,55000.0,3600.0,36,46.8,0.0,0.0,16.0,0.0021497790949255467,8.188966863648876,9.21612361673191,7884,1,0,0,0,0,0,0,0,1,0,0
418,5.32,20.37,682.0,43000.0,6000.0,36,24.5,0.0,0.0,8.0,0.004201995302434827,8.699681400989512,8.503094267036735,3197,0,0,0,0,0,0,0,1,1,0,0
591,22.45,17.73,717.0,93000.0,28000.0,60,33.5,1.0,0.0,14.0,0.008392597929054526,10.239995502805314,9.781263419790754,2952,0,0,0,0,1,0,0,1,1,0,0
132,26.06,31.68,677.0,68000.0,25825.0,60,69.7,1.0,0.0,18.0,0.011384244349347804,10.159137015406596,9.941264916870157,5082,0,0,0,0,1,0,0,1,0,1,0
3793,10.78,25.07,752.0,75000.0,25000.0,36,96.5,0.0,0.0,6.0,0.010878121625045,10.12667110305036,8.818038250394299,4931,1,0,0,0,0,0,0,1,1,0,0
6823,8.49,13.61,682.0,75300.0,12500.0,36,51.8,0.0,0.0,15.0,0.005239505451454829,9.433563920090563,9.531481398171628,5997,1,0,0,0,0,0,0,1,1,0,0
2737,14.85,36.24,692.0,67000.0,21000.0,36,64.8,1.0,0.0,20.0,0.010842226235429324,9.952325334619427,10.770588040219511,4505,0,1,0,0,0,0,1,0,1,0,0
3455,7.91,21.94,717.0,65000.0,11500.0,36,25.7,0.0,0.0,16.0,0.005536837894801618,9.350189267092581,9.467537463415244,5569,0,0,0,0,0,0,0,1,0,0,0
8015,11.22,31.24,677.0,60000.0,3000.0,36,77.2,0.0,0.0,12.0,0.0016421392976783721,8.006700845440367,9.945061264446055,5327,1,0,0,0,0,0,0,0,1,0,0
5014,11.99,14.12,682.0,43000.0,7000.0,36,64.4,1.0,0.0,6.0,0.00540615334527104,8.853808274977197,7.803843303538772,5997,0,1,0,0,0,0,1,0,0,1,0
5760,14.85,11.68,672.0,75000.0,20000.0,60,35.5,1.0,0.0,8.0,0.006322982360235197,9.903537551286169,8.656781205623291,6027,0,1,0,0,0,0,0,0,1,0,0
2637,6.99,13.6,692.0,230000.0,22000.0,36,81.1,1.0,0.0,7.0,0.002953030638997222,9.99884318585288,10.2679223110863,6543,0,0,0,0,0,0,0,0,0,1,0
1790,18.99,31.52,677.0,57668.0,24200.0,60,81.0,0.0,1.0,9.0,0.010883316860011445,10.094149233605084,10.098478512430745,4321,0,0,0,1,0,0,0,1,1,0,0
2281,9.17,18.23,682.0,45000.0,5000.0,36,29.8,0.0,0.0,4.0,0.003542143507922046,8.517393171418904,7.107425474110705,7488,1,0,0,0,0,0,0,0,0,1,0
6453,6.99,13.03,717.0,95000.0,22000.0,36,50.8,0.0,0.0,13.0,0.007149398427384975,9.99884318585288,9.693321922512174,8553,0,0,0,0,0,0,0,0,0,0,0
5726,7.91,18.92,722.0,81185.0,28000.0,36,53.0,1.0,0.0,12.0,0.01079324021382997,10.239995502805314,10.414393173102289,8065,0,0,0,0,0,0,1,0,0,1,0
8985,17.57,22.28,707.0,31944.0,6400.0,36,62.0,1.0,0.0,8.0,0.0071998747847863516,8.764209507142002,9.032528630660057,3682,0,0,1,0,0,0,0,0,1,0,0
3149,17.27,26.35,667.0,40000.0,17600.0,36,62.1,0.0,1.0,17.0,0.015746106347341318,9.775710997593968,9.048762176320128,3075,0,0,1,0,0,0,1,0,1,0,0
314,8.49,13.63,677.0,25000.0,5000.0,36,20.1,0.0,0.0,17.0,0.006312547498100076,8.517393171418904,8.89013510781884,10380,1,0,0,0,0,0,1,0,0,0,0
7978,9.76,34.88,692.0,170000.0,8000.0,36,42.8,3.0,0.0,40.0,0.0015131675696025317,8.987321812850123,10.406321326372566,8369,1,0,0,0,0,0,0,0,0,0,0
9517,7.26,8.39,787.0,87000.0,35000.0,36,24.7,0.0,0.0,22.0,0.012469626785899012,10.463131911491967,10.610463671032514,8919,0,0,0,0,0,0,0,0,1,0,0
7133,7.89,12.93,732.0,80000.0,8000.0,36,22.4,0.0,0.0,11.0,0.0031285858926763414,8.987321812850123,8.557951183888404,7488,0,0,0,0,0,0,0,1,1,0,0
4227,15.77,18.3,677.0,52000.0,15000.0,36,48.7,1.0,1.0,21.0,0.010108651756696986,9.61587214452889,9.128370809108931,4413,0,0,1,0,0,0,0,0,0,1,1
4083,6.49,7.79,807.0,110000.0,29000.0,36,9.6,0.0,0.0,10.0,0.008078926555213134,10.275085591132715,8.579792333172756,3166,0,0,0,0,0,0,0,1,0,0,0
7156,10.64,10.23,682.0,55000.0,8000.0,36,57.4,0.0,1.0,7.0,0.004737186596607335,8.987321812850123,8.8698199525084,10502,1,0,0,0,0,0,0,0,1,0,0
6708,11.99,30.82,677.0,73000.0,8000.0,36,67.8,0.0,0.0,18.0,0.0036394021999698635,8.987321812850123,10.42848231821631,4413,0,1,0,0,0,0,0,0,0,0,0
2212,13.99,20.86,682.0,91000.0,14400.0,60,49.4,1.0,0.0,21.0,0.003681168338809464,9.575052927597381,9.65975856761281,4748,0,1,0,0,0,0,0,1,0,0,0
560,11.99,16.58,667.0,22000.0,2950.0,36,45.0,2.0,0.0,8.0,0.004452979410026817,7.989899374942939,8.363109176033522,5113,0,1,0,0,0,0,0,0,0,1,0
8022,17.57,13.34,667.0,140000.0,35000.0,36,53.2,0.0,0.0,6.0,0.008984221541274704,10.463131911491967,9.754987544217684,11991,0,0,1,0,0,0,0,1,1,0,0
7593,9.76,17.55,702.0,36000.0,6025.0,36,35.2,0.0,0.0,9.0,0.005381517180078331,8.703838719690246,8.049107721326406,5143,1,0,0,0,0,0,0,1,0,0,0
4776,11.99,22.75,667.0,65000.0,4500.0,36,37.9,0.0,0.0,6.0,0.002299195396993892,8.412054873292933,8.854236693405742,4231,0,1,0,0,0,0,0,1,1,0,0
5291,13.44,11.37,672.0,105000.0,21000.0,60,87.8,2.0,0.0,4.0,0.004595765754611861,9.952325334619427,10.561991527152498,6512,0,1,0,0,0,0,0,1,0,0,0
5442,6.99,10.86,742.0,80000.0,7000.0,36,23.1,0.0,0.0,14.0,0.0027013412332345848,8.853808274977197,9.68215486062588,5416,0,0,0,0,0,0,0,0,1,0,0
283,12.88,21.17,712.0,90000.0,15000.0,60,35.0,0.0,0.0,14.0,0.003781957978244686,9.61587214452889,9.8193447844237,5966,0,1,0,0,0,0,0,1,0,0,0
2859,18.49,22.96,667.0,38000.0,5000.0,36,27.8,2.0,0.0,8.0,0.004789347648746086,8.517393171418904,8.121480374750751,5174,0,0,1,0,0,0,1,0,0,1,0
9295,7.89,24.12,732.0,42500.0,8500.0,36,35.6,0.0,0.0,9.0,0.006257029246370674,9.047939082617358,9.191768986390747,6908,0,0,0,0,0,0,1,0,1,0,0
5593,9.17,24.84,712.0,90000.0,8000.0,36,71.1,0.0,0.0,26.0,0.00283374629170787,8.987321812850123,10.111030037621687,5997,1,0,0,0,0,0,0,0,0,0,0
8764,14.48,26.0,687.0,80000.0,4000.0,36,50.1,0.0,0.0,26.0,0.0017206034924563444,8.294299608857235,9.906134047477034,4474,0,1,0,0,0,0,0,1,0,1,0
277,11.48,24.14,672.0,60000.0,2400.0,36,62.6,0.0,0.0,10.0,0.001318644689255179,7.783640596221253,9.506808731708581,2922,1,0,0,0,0,0,0,0,0,1,0
3080,7.49,20.16,687.0,80000.0,20000.0,36,43.2,0.0,0.0,19.0,0.007775402807464906,9.903537551286169,9.965005892514545,4474,0,0,0,0,0,0,0,0,0,0,0
1506,13.44,18.2,712.0,86000.0,35000.0,60,83.5,0.0,0.0,17.0,0.009351868001534865,10.463131911491967,10.598907149201738,7305,0,1,0,0,0,0,0,1,1,0,0
8030,5.32,8.19,777.0,125000.0,5000.0,36,8.0,1.0,0.0,39.0,0.0012046303629570964,8.517393171418904,9.564582358673212,3621,0,0,0,0,0,0,0,0,0,0,0
9730,5.32,17.44,742.0,69214.5,15000.0,36,18.2,1.0,0.0,27.0,0.006526428328914767,9.61587214452889,9.84506363239841,4748,0,0,0,0,0,0,1,0,0,0,0
2651,13.44,16.91,732.0,65000.0,20000.0,36,19.9,0.0,0.0,13.0,0.010432608729096475,9.903537551286169,9.420196028963456,9740,0,1,0,0,0,0,1,0,0,0,0
3588,16.59,34.26,687.0,137500.0,35000.0,60,92.5,0.0,1.0,29.0,0.006270136217191148,10.463131911491967,11.386715774576441,5569,0,0,1,0,0,0,0,0,0,1,0
2120,13.99,17.73,677.0,139000.0,35000.0,36,92.8,1.0,0.0,17.0,0.008604614355292408,10.463131911491967,10.793742269859441,8491,0,1,0,0,0,0,0,1,1,0,0
2810,13.44,29.8,662.0,35000.0,12000.0,60,75.3,1.0,0.0,10.0,0.007878346332961915,9.392745258631441,9.403272107882152,16831,0,1,0,0,0,0,0,1,0,0,0
